fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1040280,荷甲,PSV埃因霍温,2.73,1.2,阿贾克斯,2.33,0.8,2023-04-23 20:30,2.33,2.1,3.68,3.68,2.66,3.14,25.6,17.61,26.03,11.2,22.44,22.73,0.98,0.95,0.86,0.94,0.94,0.94,0.89,3,0.96,0.87,3.13,0.98,0.53,3.5,0.6,0.4,3.5,0.55,1.2,2.5,1.38,1.3,2.5,1.75,主胜
1043677,西甲,埃尔切,0.67,1.8,巴伦西亚,0.8,1.4,2023-04-23 20:00,3.95,4.25,3.4,3.51,1.94,1.88,24.69,9.19,11.88,7.22,14.75,3.19,0.88,0.94,0.97,0.94,0.95,0.96,0.91,2.31,0.94,0.97,2.36,0.85,0.8,2.5,0.67,0.76,2.5,0.61,1.1,2/2.5,1.05,1.15,2/2.5,0.97,客胜
1041819,德乙,海登海姆,2.13,1.07,基尔高士丁,1.53,1.47,2023-04-23 19:30,1.79,1.68,3.6,3.91,4.05,4.54,9.54,12.72,15.05,15.86,25,32.72,0.94,0.91,0.91,0.93,0.93,0.93,0.89,2.94,0.97,0.92,2.67,0.89,0.53,3.5,0.54,0.66,2.5/3,0.75,1.3,2.5,1.35,1.06,2.5,1.08,主胜
1041822,德乙,桑德豪森,0.93,1.93,帕德博恩,1.73,1.33,2023-04-23 19:30,3.77,4.65,3.68,3.93,1.84,1.66,28.32,46.42,12.98,16.65,12.37,15.45,0.82,0.9,0.99,0.93,0.94,0.93,0.82,2.69,1.01,0.89,2.69,0.93,0.6,2.5/3,0.78,0.65,2.5/3,0.78,0.92,2.5,1.19,1.04,2.5,1.1,平局
1044069,比甲,圣图尔登,1.2,1.27,安特卫普,1.6,0.33,2023-04-23 19:30,3.83,4.69,3.53,3.69,1.87,1.7,58.26,39.42,20.25,13.14,46.49,9.67,0.74,0.88,1.05,0.93,0.94,0.93,0.95,2.45,0.87,0.94,2.5,0.85,0.82,2.5,0.75,0.79,2.5,0.75,1.1,2/2.5,1.05,1.04,2.5,0.94,客胜
1048677,英冠,西布罗姆维奇,1.07,1.2,桑德兰,1.4,1.47,2023-04-23 19:00,2.02,1.88,3.4,3.51,3.49,3.94,20.3,11.95,14.3,10.16,39.47,33.73,0.98,0.91,0.86,0.94,0.93,0.93,0.88,2.45,0.99,0.99,2.5,0.82,0.3,2.5/3,0.7,0.88,2.5,0.72,1,1.5,2.2,1.08,2.5,0.94,客胜
1044521,意甲,恩波利,0.87,1.2,国际米兰,1,0.8,2023-04-23 18:30,5.61,5.76,4.2,4.05,1.54,1.58,19.79,28.64,18.8,11.79,5.26,6.51,0.9,0.96,0.94,0.95,0.95,0.95,0.93,2.5,0.92,0.92,2.7,0.91,0.76,2.5,0.85,0.65,3,0.78,1,2.5,0.96,1.03,2.5,1.15,客胜
1040281,荷甲,特温特,1.47,1,鹿特丹斯巴达,1.53,1.07,2023-04-23 18:15,1.53,1.47,4.13,4.31,5.59,6.52,20.95,6.6,27.2,15.63,104.75,39.86,0.94,0.94,0.89,0.94,0.94,0.94,0.87,2.8,0.97,0.86,2.64,0.95,0.57,3,0.8,0.67,2.5/3,0.8,1.06,2.5,1.25,1.05,2.5,1.1,平局
1059045,澳超,珀斯光荣,1.6,1.67,阿德莱德联,2.27,1.67,2023-04-23 16:00,3.06,2.86,3.54,3.61,2.11,2.24,24.41,11.28,14.41,15.41,12.1,11.08,0.97,0.91,0.9,0.93,0.93,0.93,0.8,2.69,1.06,0.95,3,0.9,0.54,2.5/3,0.96,0.53,3.5,0.57,0.91,2.5,1.3,1.3,2.5,1.3,平局
1078437,K1联赛,济州联队,1.27,1.53,全北现代,1.4,1.13,2023-04-23 15:30,2.65,2.69,3.27,3.3,2.44,2.43,11.84,8.43,11.94,10.39,12.09,6.92,0.91,0.92,0.91,0.92,0.92,0.92,0.9,2.5,0.93,0.88,2.5,0.91,0.82,2.5,0.8,0.8,2.5,0.81,0.95,2.5,1,0.95,2.5,0.98,客胜
1077189,日职,大阪钢巴,1.4,1.4,横滨FC,1.13,2.67,2023-04-23 15:00,1.76,1.61,3.6,3.97,4.19,4.88,23.4,9.96,27.79,25.2,37.69,24.66,0.96,0.89,0.86,0.93,0.93,0.93,0.83,2.69,1.02,0.86,2.52,0.95,0.61,2.5/3,0.9,0.71,2.5/3,0.85,0.93,2.5,1.15,1.01,2.5,1.05,平局
1077190,日职,川崎前锋,1.67,1.4,浦和红钻,1.33,1.07,2023-04-23 15:00,2.45,2.25,3.24,3.29,2.7,3.04,12.16,23.73,11.81,11.57,17.73,32.49,0.91,0.92,0.93,0.93,0.93,0.93,0.92,2.34,0.92,1.01,2.5,0.81,0.83,2.5,0.67,0.86,2.5,0.7,1.11,2/2.5,1.06,1.08,2.5,0.93,平局
1077188,日职,名古屋鲸八,1.47,0.47,湘南海洋,1.67,1,2023-04-23 14:00,2.1,2.18,3.14,3.14,3.4,3.32,16.17,10.35,18.22,11.05,15.43,15.92,0.92,0.93,0.9,0.95,0.89,0.93,1.07,2.33,0.78,0.97,2.22,0.88,0.94,2.5,0.57,0.79,2.5,0.5,1.3,2/2.5,0.94,1.45,2,1.06,平局
1059044,澳超,墨尔本胜利,1.2,1.4,麦克阿瑟FC,1.13,2.27,2023-04-23 13:00,1.53,1.48,4.22,4.49,5.22,5.71,5.86,4.71,19.39,20.79,21.39,44.98,0.94,0.9,0.89,0.93,0.93,0.93,0.91,3,0.96,0.92,2.94,0.92,0.53,3.5,0.57,0.57,3.5,0.54,1.3,2.5,1.35,1.3,2.5,1.3,主胜
1077184,日职,新泻天鹅,1.47,1.2,鹿岛鹿角,1.07,1.33,2023-04-23 13:00,3.22,3.22,3.28,3.24,2.12,2.2,10.99,48.14,12.35,11.6,13.05,34.27,0.86,0.9,0.97,0.93,0.93,0.93,1.04,2.31,0.8,0.9,2.38,0.91,0.95,2.5,0.57,0.79,2.5,0.73,1.25,2/2.5,0.89,1.08,2/2.5,1.06,客胜
1077185,日职,大阪樱花,1,1.47,柏太阳神,0.93,1.6,2023-04-23 13:00,1.78,1.89,3.46,3.36,4.26,4.01,11.45,15.67,12.36,12.46,47.05,29.13,0.91,0.93,0.92,0.93,0.93,0.93,0.95,2.31,0.89,0.9,2.41,0.91,0.84,2.5,0.61,0.8,2.5,0.7,1.15,2/2.5,0.98,1.05,2/2.5,1.06,主胜
1077186,日职,札幌冈萨多,2.07,1.93,福冈黄蜂,1.4,1.07,2023-04-23 13:00,2.03,1.96,3.33,3.36,3.38,3.68,13.21,7.75,12.04,10.64,21.76,29.37,0.94,0.92,0.88,0.93,0.93,0.93,1.02,2.33,0.83,1.02,2.5,0.79,0.94,2.5,0.6,0.92,2.5,0.72,1.26,2/2.5,0.95,1.07,2.5,0.85,平局
1077187,日职,京都不死鸟,1.27,1.27,鸟栖沙岩,0.8,1.67,2023-04-23 13:00,2.35,2.25,3.13,3.19,2.91,3.12,9.29,8.75,11.73,11.33,9.57,14.79,0.96,0.92,0.87,0.93,0.93,0.93,0.91,2.33,0.93,0.98,2.31,0.85,0.8,2.5,0.67,0.78,2.5,0.57,1.1,2/2.5,1.04,1.25,2/2.5,1.06,客胜
1077534,日职乙,群马温泉,1.4,1.6,德岛漩涡,1,1.6,2023-04-23 13:00,2.4,2.47,2.97,2.86,2.97,3,39.99,6.61,23.31,9.97,46.73,13.89,0.89,0.96,0.91,0.92,0.92,0.92,1.1,2.05,0.79,1.12,2.23,0.75,0.5,2.5,0.43,0.8,2.5,0.4,1.63,1.5,1.4,1.7,2,1.05,平局
1078436,K1联赛,光州FC,2,1.07,江原FC,0.8,1.07,2023-04-23 13:00,2.01,1.97,3.17,3.24,3.55,3.69,9.71,7.42,12.37,11.59,23.05,28.22,0.92,0.9,0.92,0.92,0.92,0.92,1.04,2.31,0.8,1.04,2.31,0.78,0.95,2.5,0.57,0.83,2.5,0.57,1.25,2/2.5,0.92,1.25,2/2.5,0.89,平局
1071892,墨西联,墨西哥美洲,2.27,1.33,美洲狮,1.47,1.8,2023-04-23 11:10,1.41,1.55,4.47,4.33,6.42,5.02,8.16,18.99,41.56,32.38,124.23,136.12,0.88,0.93,1.09,0.93,0.93,0.93,0.89,3.05,1.1,0.88,2.94,0.93,0.15,3.5,0.7,0.61,3.5,0.69,1.08,1.5,3.75,1.08,2.5,1.15,平局
1073383,美职联,西雅图海湾人,1.67,1,明尼苏达联,0.93,1.2,2023-04-23 10:30,1.61,1.58,3.91,3.98,4.94,5.33,9.2,4.41,14.98,13.24,64.94,27.03,0.95,0.92,0.86,0.93,0.93,0.93,0.88,2.52,0.95,0.93,2.69,0.89,0.73,2.5/3,0.7,0.73,2.5/3,0.75,1.25,2.5,1.06,1.05,2.5,1,主胜
1071893,墨西联,瓜达拉哈拉,1.47,1.07,蓝十字,1.13,1.2,2023-04-23 09:05,2.08,2.17,3.3,3.24,3.29,3.24,13.88,17.85,17.77,8.78,14.94,21.94,0.92,0.93,0.91,0.93,0.93,0.93,0.86,2.25,1,0.85,2.38,0.95,0.33,2.5,0.67,0.72,2.5,0.73,1.05,1.5,2.05,0.98,2/2.5,1.07,主胜
1073388,美职联,辛辛那提FC,1.67,1.27,波特兰伐木工,1.27,1.4,2023-04-23 07:30,1.57,1.58,4.01,4.11,5.19,5.18,7.07,6.21,18.52,17.28,41.99,38.94,0.94,0.91,0.89,0.93,0.94,0.93,0.82,2.69,1.02,0.88,2.64,0.94,0.61,2.5/3,0.78,0.68,3,0.78,0.92,2.5,1.17,1.02,2.5,1.06,主胜
1073390,美职联,纽约城,1.33,1.13,达拉斯FC,1.13,1,2023-04-23 07:30,1.9,1.87,3.42,3.45,3.83,4.1,9.34,13.53,15.96,13.5,37.63,37.58,0.92,0.94,0.92,0.93,0.94,0.94,0.97,2.31,0.87,0.92,2.39,0.9,0.78,2.5,0.61,0.8,2.5,0.67,1.15,2/2.5,1.02,1.1,2/2.5,0.99,主胜
1073391,美职联,蒙特利尔冲击,1.33,1.87,纽约红牛,0.93,1.07,2023-04-23 07:30,2.72,3.32,3.3,3.21,2.45,2.18,27.91,22.07,16.39,10.35,35.76,12.6,0.81,0.95,1.02,0.93,0.93,0.93,1.1,2.3,0.76,0.95,2.45,0.87,0.77,2.5,0.53,0.81,2.5,0.61,1.35,2,1.1,1.17,2/2.5,1,主胜
1073393,美职联,新英格兰革命,1.33,1.2,堪萨斯城竞技,1.13,1.2,2023-04-23 07:30,1.72,2.06,3.79,3.43,4.35,3.45,37.42,46.77,32.36,25.27,105.45,105.85,0.89,0.98,0.97,0.94,0.94,0.94,0.88,2.5,0.94,0.9,2.69,0.92,0.76,2.5,0.85,0.7,2.5/3,0.78,0.94,2.5,1,1.02,2.5,1.05,主胜
1073394,美职联,费城联合,1.53,1.07,多伦多FC,1.2,2,2023-04-23 07:30,1.53,1.61,4.04,4,5.6,5.02,9.1,5.63,19.18,13.47,66.97,23.82,0.9,0.94,1.02,0.93,0.93,0.93,0.94,2.69,0.89,0.91,2.63,0.9,0.65,2.5/3,0.78,0.65,3,0.78,1.08,2.5,1.1,1.05,2.5,1.1,主胜
1050456,葡超,费雷拉,0.93,1.53,波尔图,1.47,0.6,2023-04-23 03:30,9.88,12.47,5.1,5.81,1.28,1.23,70.82,171.23,22.39,39.03,6.09,6.87,0.8,0.86,0.96,0.94,0.94,0.94,0.82,2.75,1.03,0.87,2.69,0.94,0.54,3,0.82,0.64,2.5/3,0.8,1.06,2.5,1.3,0.99,2.5,1.12,客胜
1043681,西甲,皇家马德里,2.33,0.67,维戈塞尔塔,1.47,0.93,2023-04-23 03:00,1.36,1.28,4.96,5.96,7.68,9.69,5.67,8.46,14.62,41.79,28.87,102.66,1,0.82,0.8,0.95,0.95,0.95,0.94,3.19,0.95,0.87,2.83,0.98,0.44,3.5,0.7,0.57,3.5,0.53,1.1,2.5,1.63,1.33,2.5,1.25,主胜
1044526,意甲,桑普多利亚,0.73,1.6,斯佩齐亚,0.73,1.67,2023-04-23 02:45,2.47,2.76,3.22,3.21,2.88,2.65,7.5,15.41,11.23,6.91,11.08,10.68,0.85,0.95,1.03,0.95,0.95,0.95,0.92,2.31,0.94,0.89,2.31,0.94,0.82,2.5,0.67,0.78,2.5,0.7,1.1,2/2.5,1.04,1.05,2/2.5,1.05,平局
1072599,爱超,斯莱戈流浪,1.27,1.4,都柏林大学,0.8,1.73,2023-04-23 02:45,1.37,1.32,4.4,4.75,7.47,8.93,17.6,10.4,35.3,45,72.52,151.65,0.96,0.86,0.77,0.92,0.93,0.93,0.86,2.54,0.97,0.89,2.5,0.91,0.73,2.5/3,0.8,0.73,2.5,0.78,1.08,2.5,1.06,1.04,2.5,1.04,主胜
1050453,葡超,博阿维斯塔,1.27,1.53,里奥阿维,0.8,0.93,2023-04-23 01:00,2.35,2.28,3.09,3.06,3.01,3.29,14.26,6.13,9.68,6.38,15,17,0.96,0.95,0.86,0.93,0.94,0.93,0.96,2.16,0.9,1.09,2.28,0.76,0.76,2.5,0.52,0.74,2.5,0.52,1.35,2,1.12,1.35,2,1.01,主胜
1052982,法乙,亚眠,0.87,1.47,瓦朗谢纳,1.33,2,2023-04-23 01:00,1.9,1.92,3.39,3.39,3.79,3.87,8.97,19.14,10.36,13.5,21.13,46.94,0.92,0.93,0.91,0.93,0.93,0.93,0.95,2.5,0.87,0.96,2.5,0.82,0.87,2.5,0.8,0.89,2.5,0.73,1.03,2.5,0.93,1.05,2.5,0.9,客胜
1052983,法乙,昂纳西,1.2,2,罗德兹,1.2,1.4,2023-04-23 01:00,2.12,2.3,3.19,3.07,3.34,3.19,7.08,13.64,10.12,10.08,20.79,24.51,0.86,0.97,0.97,0.93,0.93,0.93,1.06,2.31,0.78,0.94,2.33,0.85,0.9,2.5,0.57,0.78,2.5,0.61,1.25,2/2.5,0.88,1.15,2/2.5,0.98,客胜
1052986,法乙,勒阿弗尔,1.07,0.53,奎维利鲁昂,1.07,0.93,2023-04-23 01:00,1.92,1.82,3.12,3.08,4.15,5.01,8.88,10.03,14.56,10.61,23.99,56.69,0.98,0.94,0.77,0.93,0.93,0.93,1,1.89,0.89,0.99,2.06,0.86,0.6,2.5,0.4,0.5,2.5,0.43,1.75,1.5,1.2,1.6,1.5,1.4,平局
1052988,法乙,巴黎FC,1.6,1.6,尼姆,1.13,1.67,2023-04-23 01:00,1.76,1.79,3.51,3.48,4.3,4.4,5.67,8.65,21.05,10.6,28.42,34.73,0.92,0.94,0.91,0.93,0.93,0.93,0.98,2.48,0.84,0.93,2.42,0.85,0.78,2.5,0.75,0.7,2.5,0.73,1.07,2/2.5,1.01,1.09,2/2.5,1.05,主胜
1042124,德甲,多特蒙德,2.27,1.27,法兰克福,1.27,1.53,2023-04-23 00:30,1.63,1.62,4.22,4.51,4.71,4.75,8.02,4.85,20.6,13.71,26.98,21.74,0.96,0.89,0.95,0.95,0.95,0.95,0.87,3.19,1.03,0.89,2.94,0.96,0.4,3.5,0.73,0.5,3.5,0.57,1.05,2.5,1.75,1.3,2.5,1.45,主胜
1048676,英冠,普雷斯顿,1.13,1.33,布莱克本,1.27,1.13,2023-04-23 00:30,2.54,2.57,3.13,3.04,2.74,2.84,10.26,8,16.96,9.67,15.18,12.5,0.92,0.95,0.91,0.93,0.93,0.93,0.97,2.14,1.24,1,2.31,0.82,0.03,2.5,0.53,0.88,2.5,0.6,1.35,0.5,7.5,1.2,2/2.5,0.98,平局
1044523,意甲,拉齐奥,1.07,0.6,都灵,0.93,1.27,2023-04-23 00:00,1.86,1.93,3.3,3.24,4.52,4.44,5.38,7.55,12.28,7.86,27.07,20.22,0.91,0.97,0.97,0.95,0.95,0.95,1.09,2.13,0.82,1.06,2.19,0.81,0.88,2.5,0.44,0.78,2.5,0.46,1.5,2,0.97,1.5,2,1.04,客胜
1045924,俄超,圣彼得堡泽尼特,1.73,0.67,莫斯科迪纳摩,1.6,1.33,2023-04-23 00:00,1.43,1.38,4.54,4.75,6.06,7.08,13.74,17.6,22.71,30.69,65.52,71.45,0.96,0.89,0.79,0.93,0.93,0.93,0.87,2.75,0.99,0.93,2.93,0.91,0.58,3,0.78,0.53,3,0.78,0.95,2.5,1.22,1.06,2.5,1.33,主胜
1075659,挪超,布兰,2.8,0.8,瓦勒伦加,1.47,1.6,2023-04-23 00:00,1.69,1.43,3.82,4.57,4.5,6.39,78.09,13.51,39.46,35.51,91.21,78.63,1.1,0.78,0.66,0.93,0.93,0.93,0.89,3,0.96,0.91,2.75,0.92,0.5,3.5,0.55,0.7,3.5,0.56,1.3,2.5,1.4,1.27,2.5,1.05,主胜
1086643,英足总杯,曼彻斯特城,3.07,0.6,谢菲尔德联,1.4,0.93,2023-04-22 23:45,1.15,1.17,8.04,7.63,13.96,14.36,3.36,4.24,68.39,68.43,254.31,115.5,0.93,1,0.92,0.95,0.95,0.95,0.88,3.06,1,0.8,3.55,1.15,0.4,3.5,0.6,0.25,3.5/4,0.73,1.25,2.5,1.75,1.02,2.5,2.7,主胜
1073901,瑞典超,代格福什,1.27,1.07,埃尔夫斯堡,2,1.2,2023-04-22 23:30,3.27,3.47,3.59,3.67,2.02,1.95,87.47,31.76,19.35,16.88,63.55,17.73,0.88,0.91,0.97,0.93,0.93,0.93,0.85,2.7,1,0.83,2.8,1.01,0.57,3,0.73,0.56,3,0.81,1.2,2.5,1.25,1.08,2.5,1.27,客胜
1039400,英超,布伦特福德,1.33,1.07,阿斯顿维拉,1.73,1.13,2023-04-22 22:00,2.34,2.57,3.42,3.3,2.95,2.81,10.71,6.8,16.54,6.62,13.97,7.37,0.87,0.97,1.01,0.95,0.95,0.95,0.95,2.34,0.91,0.96,2.44,0.87,0.84,2.5,0.67,0.82,2.5,0.73,1.2,2/2.5,1.04,1.08,2/2.5,1.08,平局
1039402,英超,水晶宫,1,1.13,埃弗顿,0.8,1.93,2023-04-22 22:00,2.13,1.98,3.16,3.31,3.63,4.11,12.55,6.95,13.83,7.68,11.33,25.01,1,0.92,0.88,0.95,0.95,0.95,1.05,2.23,0.83,1.02,2.22,0.84,0.75,2.5,0.53,0.79,2.5,0.52,1.35,2,1.07,1.35,2,1.08,平局
1039404,英超,莱切斯特城,1.13,1.73,狼队,1.07,1.13,2023-04-22 22:00,2.43,2.3,3.26,3.27,2.91,3.23,8.08,10.16,11.28,5.9,6.75,21.93,1.01,0.94,0.86,0.95,0.95,0.95,0.98,2.31,0.88,0.95,2.31,0.89,0.88,2.5,0.61,0.81,2.5,0.66,1.2,2/2.5,0.99,1.1,2/2.5,1.02,主胜
1039405,英超,利物浦,1.67,1.27,诺丁汉森林,0.73,1.8,2023-04-22 22:00,1.23,1.17,6.25,7.92,11.49,15.68,7.29,2.49,31.55,40.03,71.2,136.02,1,0.77,0.72,0.95,0.96,0.96,0.82,3.19,1.09,0.86,3.08,0.99,0.4,3.5,0.77,0.5,3.5,0.7,0.97,2.5,1.75,1.1,2.5,1.45,主胜
1041178,苏超,邓迪联,0.93,1.73,利云斯顿,1.2,1.73,2023-04-22 22:00,2.53,2.48,3.16,3.19,2.71,2.8,47.2,10.74,11.07,8.55,43.84,9.83,0.95,0.92,0.9,0.93,0.93,0.93,0.89,2.25,0.97,0.97,2.33,0.86,0.33,2.5,0.61,0.74,2.5,0.54,1.15,1.5,2.05,1.3,2/2.5,1.03,主胜
1048667,英冠,伯明翰,1.07,1.2,布莱克浦,1.07,1.73,2023-04-22 22:00,1.94,2.26,3.43,3.22,3.73,3.15,29.92,12.52,25,8.58,118.19,23.87,0.8,1,1.11,0.94,0.93,0.93,0.98,2.27,0.89,0.93,2.44,0.88,0.37,2.5,0.6,0.82,2.5,0.7,1.25,1.5,1.85,1.05,2/2.5,1.07,客胜
1048668,英冠,布里斯托尔城,0.73,1.13,罗瑟汉姆,0.93,1.13,2023-04-22 22:00,1.89,1.98,3.51,3.45,3.8,3.63,11.4,6.51,19.32,15.06,44.74,19.21,0.89,0.95,0.98,0.93,0.93,0.94,0.93,2.39,0.93,0.91,2.5,0.9,0.3,2.5,0.75,0.83,2.5,0.82,1.08,1.5,2.2,1.07,2.5,0.97,主胜
1048669,英冠,伯恩利,1.53,0.8,女王公园巡游者,0.67,2.27,2023-04-22 22:00,1.38,1.35,4.66,4.83,7.39,8.39,5.12,4.27,23.25,23.18,44.87,76.1,0.96,0.9,0.83,0.94,0.94,0.94,0.88,2.58,1.02,0.87,2.69,0.95,0.22,2.5/3,0.75,0.65,2.5/3,0.85,1.05,1.5,2.8,1.05,2.5,1.1,客胜
1048670,英冠,加的夫城,1.07,1.4,斯托克城,1.4,0.87,2023-04-22 22:00,2.56,2.4,3.13,3.14,2.73,2.99,21.19,13.33,17.24,10.7,11.41,21.89,1,0.93,0.85,0.93,0.94,0.94,0.87,2,1.33,1.04,2.31,0.8,0.03,2.5,0.53,0.87,2.5,0.57,1.38,0.5,7.25,1.25,2/2.5,1.02,平局
1048671,英冠,考文垂,1.47,0.87,雷丁,0.87,1.4,2023-04-22 22:00,1.64,1.42,3.61,4.34,5.22,7.43,17.49,25.39,15.39,36.84,30.7,123.28,1.08,0.78,0.66,0.94,0.94,0.94,0.81,2.42,1.07,0.95,2.33,0.87,0.27,2.5,0.85,0.83,2.5,0.61,0.92,1.5,2.4,1.15,2/2.5,1,主胜
1048673,英冠,赫尔城,1.07,1.07,沃特福德,1.2,1.4,2023-04-22 22:00,2.7,2.68,3.16,3.22,2.56,2.59,10.66,8.81,13.47,8.28,14.04,11.86,0.94,0.92,0.92,0.93,0.93,0.94,0.92,2.34,0.95,0.98,2.33,0.85,0.33,2.5,0.7,0.85,2.5,0.6,1.09,1.5,2.05,1.2,2/2.5,1.02,主胜
1048675,英冠,诺维奇,1.07,1.13,斯旺西,1.4,1.53,2023-04-22 22:00,2.02,1.91,3.34,3.58,3.54,3.76,10.06,11.87,15.72,13.69,33.13,25.28,0.99,0.87,0.88,0.93,0.94,0.94,0.83,2.52,1.07,0.93,2.33,0.89,0.22,2.5/3,0.78,0.81,2.5,0.61,1.06,1.5,2.8,1.15,2/2.5,1.05,客胜
1048678,英冠,维冈竞技,0.53,0.93,米尔沃尔,1.07,0.93,2023-04-22 22:00,3.7,3.79,3.25,3.25,2,2.01,23.13,20.6,17.34,14.07,9.24,7.35,0.91,0.93,0.93,0.94,0.93,0.94,0.93,2.02,1.25,1.09,2.3,0.75,0.05,2.5,0.5,0.85,2.5,0.53,1.4,0.5,6.75,1.3,2,1.05,主胜
1042128,德甲,美因茨,1.93,1.4,拜仁慕尼黑,2.07,1.33,2023-04-22 21:30,5.27,5.19,4.64,4.56,1.52,1.56,44.99,32.29,20.74,10.08,4.31,9.22,1.01,0.99,0.9,0.95,0.95,0.95,0.93,3.02,0.96,0.9,3.14,0.95,0.5,3.5,0.55,0.5,3.5,0.57,1.35,2.5,1.5,1.25,2.5,1.5,主胜
1052990,法乙,圣埃蒂安,1.73,1,梅斯,1.6,0.53,2023-04-22 21:00,2.19,2.27,3.28,3.26,3.09,3.05,6.79,10.91,11.39,9.35,9.95,14.44,0.9,0.94,0.95,0.93,0.93,0.93,0.89,2.5,0.92,0.91,2.5,0.88,0.83,2.5,0.8,0.84,2.5,0.69,0.92,2.5,0.98,1.04,2.5,0.96,客胜
1055504,意乙,科莫,1.4,1.07,阿斯科利,0.73,1.27,2023-04-22 20:00,2.17,1.93,3.16,3.28,3.26,3.98,16.26,13.96,16.47,15.06,18.49,36.87,0.98,0.93,0.82,0.93,0.93,0.93,0.91,2.3,0.94,1,2.3,0.84,0.83,2.5,0.67,0.81,2.5,0.6,1.1,2/2.5,1.03,1.2,2/2.5,0.98,平局
1055509,意乙,佩鲁贾,1.33,1.13,科森察,0.67,1.2,2023-04-22 20:00,1.85,1.85,3.23,3.27,4.3,4.36,30.3,12.09,22.89,10.15,87.52,53.35,0.96,0.9,0.88,0.93,0.93,0.93,1.1,2.3,0.77,1.12,2.3,0.74,1.02,2.5,0.53,0.93,2.5,0.5,1.3,2/2.5,0.85,1.4,2/2.5,0.91,平局
1039403,英超,富勒姆,1.13,1.27,利兹联,1.13,2,2023-04-22 19:30,2.42,2.42,3.36,3.4,2.85,2.92,9.9,11.07,15.47,5.92,4.44,8.92,0.98,0.93,0.91,0.95,0.95,0.95,0.91,2.5,0.94,0.97,2.5,0.85,0.73,2.5,0.8,0.76,2.5,0.73,0.95,2.5,0.99,1.08,2.5,0.95,主胜
1041820,德乙,纽伦堡,0.87,1.4,杜塞尔多夫,2.07,1.67,2023-04-22 19:00,2.83,3.05,3.31,3.31,2.36,2.27,21.13,24.31,12.17,8.65,17.68,15.38,0.83,0.93,1,0.93,0.93,0.94,0.98,2.5,0.85,0.92,2.5,0.88,0.83,2.5,0.78,0.83,2.5,0.78,1.04,2.5,0.92,1.02,2.5,0.95,主胜
1045920,俄超,希姆基,0.8,2.33,莫斯科鱼雷,0.8,1.4,2023-04-22 19:00,2.33,2.26,3.33,3.39,2.87,3,43.6,17.79,9.86,7.33,62.52,20.55,0.95,0.92,0.91,0.93,0.93,0.93,0.97,2.5,0.88,0.94,2.41,0.9,0.81,2.5,0.76,0.82,2.5,0.76,1.02,2.5,0.91,1.05,2/2.5,1.02,主胜
1077183,日职,神户胜利船,1.53,1.13,横滨水手,1.87,0.93,2023-04-22 18:00,2.5,2.19,3.46,3.63,2.52,2.9,75.09,9.29,15.27,18.45,31.17,18.16,1.03,0.89,0.83,0.93,0.93,0.93,0.83,2.8,1.03,0.84,2.63,0.98,0.53,3,0.85,0.6,2.5/3,0.81,1.04,2.5,1.3,0.95,2.5,1.2,客胜
1078435,K1联赛,仁川联合,1,1.53,水原FC,1.13,1.73,2023-04-22 18:00,1.95,2.13,3.32,3.33,3.6,3.19,27.95,16.29,16.89,10.23,38.4,31.9,0.92,0.9,0.93,0.92,0.92,0.92,0.93,2.5,0.89,0.92,2.44,0.88,0.77,2.5,0.8,0.8,2.5,0.7,0.99,2.5,0.95,1.05,2/2.5,1.02,平局
1059043,澳超,西部联,1.2,1.67,墨尔本城,2.4,1.47,2023-04-22 17:45,3.45,3.48,3.79,3.94,1.92,1.89,125.78,36.17,35.66,21.47,89.88,17.14,0.84,0.89,1.01,0.94,0.93,0.93,0.89,3.19,0.98,0.94,3.19,0.92,0.44,3.5,0.71,0.44,3.5,0.56,1.05,2.5,1.63,1.27,2.5,1.63,客胜
1078433,K1联赛,大邱FC,1.73,1.53,大田市民,2.53,1.2,2023-04-22 15:30,2.17,2.39,3.26,3.31,3.09,2.74,28.95,9.33,12.85,13.52,81.63,8.91,0.84,0.91,1.03,0.92,0.92,0.92,0.88,2.59,0.94,0.9,2.5,0.89,0.67,2.5/3,0.8,0.72,2.5,0.78,1.09,2.5,1.07,0.98,2.5,1,主胜
1078434,K1联赛,蔚山现代,1.47,1.07,浦项制铁,1.4,1,2023-04-22 15:30,1.92,1.95,3.3,3.26,3.71,3.77,6.71,8.68,15.02,11.94,29.55,26.65,0.93,0.92,0.89,0.92,0.92,0.92,0.98,2.31,0.86,0.95,2.5,0.84,0.86,2.5,0.61,0.83,2.5,0.7,1.2,2/2.5,0.94,1.08,2.5,0.95,平局
