fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1077167,日职,神户胜利船,1.53,0.93,新泻天鹅,1.4,0.93,2023-04-09 13:00,1.68,1.72,3.56,3.59,4.65,4.6,12.34,16.93,17.38,13.21,25.99,48.53,0.98,0.88,0.79,0.99,0.8,0.89,0.96,2.5,0.87,0.89,2.31,0.92,0.8,2.5,0.73,0.76,2.5,0.67,1.02,2.5,0.93,1.1,2/2.5,1.05,平局
1073354,美职联,西雅图海湾人,1.6,1.07,圣路易斯城,2.5,0.83,2023-04-09 10:30,1.95,1.59,3.72,4.06,3.53,5.11,168.24,10.32,23.24,13.3,156.77,39.89,1.15,0.86,0.64,0.93,0.93,0.93,0.88,2.69,0.95,0.79,2.69,1.05,0.63,2.5/3,0.88,0.56,2.5/3,0.85,0.98,2.5,1.13,1.01,2.5,1.27,主胜
1073355,美职联,皇家盐湖城,1,1.8,夏洛特FC,1.2,1.6,2023-04-09 09:30,1.91,1.98,3.64,3.56,3.57,3.48,8.3,5.32,17.99,13.43,14.53,9.11,0.9,0.95,0.95,0.93,0.93,0.93,0.91,2.69,0.92,0.9,2.69,0.92,0.7,2.5/3,0.78,0.7,2.5/3,0.78,1.01,2.5,1.05,1.01,2.5,1.05,主胜
1071877,墨西联,莱昂,1.73,0.67,蓝十字,1.2,1,2023-04-09 09:05,2.05,2.04,3.42,3.42,3.23,3.35,9.52,7.95,13.38,14.4,18.1,18.92,0.93,0.93,0.89,0.93,0.93,0.93,0.81,2.47,1.07,0.9,2.58,0.9,0.27,2.5/3,0.8,0.75,2.5/3,0.75,1.04,1.5,2.4,1.09,2.5,1.05,平局
1073360,美职联,华盛顿联,1,2.13,哥伦布机员,1.8,1.33,2023-04-09 07:30,2.4,2.52,3.36,3.3,2.76,2.7,28.07,15.89,13.1,13.49,40.19,24.2,0.87,0.96,0.97,0.94,0.93,0.93,1,2.47,0.84,0.88,2.5,0.94,0.81,2.5,0.7,0.75,2.5,0.76,1.12,2/2.5,1.08,0.97,2.5,1.03,客胜
1073361,美职联,洛杉矶FC,2,0.87,奥斯汀FC,1.13,1.53,2023-04-09 07:30,1.51,1.43,4.32,4.68,5.46,6.32,8.82,10.71,15.15,22.32,26.41,58.18,0.99,0.86,0.79,0.94,0.93,0.93,0.84,3,1.03,0.9,2.89,0.94,0.5,3.5,0.6,0.57,3.5,0.61,1.2,2.5,1.5,1.17,2.5,1.3,主胜
1073362,美职联,纽约城,1.4,1.07,亚特兰大联,1.87,1.8,2023-04-09 07:30,1.81,2,3.64,3.52,4.01,3.5,18.14,10.59,16.05,13.89,72.36,36.15,0.86,0.96,1.05,0.93,0.94,0.93,0.85,2.52,0.98,0.91,2.59,0.91,0.7,2.5/3,0.85,0.73,2.5/3,0.76,1.05,2.5,1.03,1.16,2.5,1.01,平局
1073363,美职联,辛辛那提FC,2,1,费城联合,1.67,0.93,2023-04-09 07:30,2.3,1.9,3.33,3.54,2.9,3.97,24.99,75.84,10.56,24.23,17.1,236.22,1.07,0.9,0.77,0.94,0.94,0.94,0.86,2.52,0.96,0.87,2.63,0.95,0.7,2.5/3,0.74,0.67,2.5/3,0.77,1.19,2.5,1.02,1,2.5,1.13,主胜
1073364,美职联,新英格兰革命,1.2,1.13,蒙特利尔冲击,1.47,1.6,2023-04-09 07:30,2.05,1.67,3.47,4.04,3.36,4.53,75.36,50.27,21.77,26.99,46.64,66.78,1.12,0.84,0.71,0.94,0.94,0.94,0.92,2.86,0.93,0.9,2.52,0.92,0.6,3,0.8,0.65,2.5/3,0.8,1.08,2.5,1.25,1.04,2.5,1.1,主胜
1073365,美职联,国际迈阿密,1.27,1.6,达拉斯FC,1.27,1,2023-04-09 07:30,2.27,2.32,3.33,3.2,2.96,3.05,9.8,8.24,12.3,15.89,13.4,12.87,0.92,0.93,0.92,0.93,0.93,0.93,0.88,2.31,0.95,0.88,2.5,0.93,0.8,2.5,0.67,0.75,2.5,0.76,1.1,2/2.5,1.1,0.95,2.5,1.05,客胜
1073366,美职联,纽约红牛,1.07,1,圣何塞地震,1.2,1.6,2023-04-09 07:30,1.64,1.67,3.83,3.73,4.85,4.94,10.29,6.47,20.94,16.09,35.36,29.55,0.92,0.96,0.91,0.93,0.94,0.93,1,2.47,0.83,0.9,2.58,0.91,0.84,2.5,0.7,0.7,2.5/3,0.8,1.09,2/2.5,1.05,0.97,2.5,1.05,平局
1050436,葡超,布拉加,1.73,1.4,埃斯托里尔,0.67,1.6,2023-04-09 03:30,1.3,1.26,5.17,5.53,8.62,10.39,4.1,3.55,19.69,19.89,51.19,90.05,0.96,0.89,0.79,0.94,0.93,0.93,0.88,2.83,0.97,0.82,2.81,1.01,0.56,3,0.8,0.55,3,0.8,1.06,2.5,1.27,0.99,2.5,1.35,主胜
1041479,法甲,尼斯,1.73,0.6,巴黎圣日尔曼,2.2,1.6,2023-04-09 03:00,3.96,4.12,3.83,3.77,1.81,1.84,15.97,27.01,13.87,10.8,4.35,10.68,0.93,0.96,0.93,0.95,0.95,0.95,0.92,2.69,0.92,0.85,2.69,0.98,0.67,2.5/3,0.81,0.61,2.5/3,0.85,1.04,2.5,1.07,1,2.5,1.17,客胜
1043661,西甲,皇家马德里,2.53,0.8,比利亚雷亚尔,1.33,1.2,2023-04-09 03:00,1.5,1.49,4.39,4.69,5.83,6.01,5.72,4.92,10.18,18.1,21.48,31.38,0.98,0.88,0.86,0.95,0.95,0.95,0.93,3.09,0.95,0.79,2.69,1.06,0.5,3.5,0.62,0.55,2.5/3,0.9,1.15,2.5,1.45,0.88,2.5,1.29,客胜
1044502,意甲,拉齐奥,1.07,0.6,尤文图斯,1.67,0.6,2023-04-09 02:45,2.7,2.78,2.98,2.91,2.79,2.87,7.47,9.54,10.05,7.32,6.35,8.72,0.94,0.97,0.91,0.95,0.95,0.95,1.07,2.06,0.85,1.05,2.13,0.83,0.5,2.5,0.43,0.8,2.5,0.43,1.63,1.5,1.5,1.6,2,1.02,主胜
1040257,荷甲,阿尔克马尔,2.13,1.13,鹿特丹斯巴达,1.27,1.07,2023-04-09 02:00,1.4,1.51,4.68,4.18,6.78,6.02,12.46,13.43,48.54,40.14,96.37,63.04,0.88,1.03,1.02,0.94,0.94,0.94,0.9,2.5,0.92,0.82,2.8,1.01,0.77,2.5,0.85,0.53,3,0.83,0.98,2.5,0.97,1.01,2.5,1.38,客胜
1040262,荷甲,PSV埃因霍温,2.4,1.13,SBV精英,0.8,1.87,2023-04-09 02:00,1.09,1.08,9.51,10.89,22.03,23.35,3.09,2.18,82.85,126.84,371.8,275.22,0.95,0.82,0.88,0.94,0.94,0.94,0.91,4.06,1.14,0.83,3.52,1.05,0.18,4.5,0.63,0.33,4/4.5,0.8,1.13,2.5,3.33,1.03,2.5,2.1,主胜
1052964,法乙,亚眠,1,1.33,尼姆,1.2,1.67,2023-04-09 01:00,1.86,1.89,3.4,3.45,3.97,3.91,17.53,9.75,9.49,14.32,63.83,32.91,0.92,0.92,0.94,0.93,0.93,0.93,0.99,2.48,0.83,0.94,2.42,0.85,0.7,2.5,0.67,0.7,2.5,0.67,1.07,2/2.5,1,1.07,2/2.5,1.03,主胜
1052968,法乙,勒阿弗尔,1.07,0.73,甘冈,1.2,1.27,2023-04-09 01:00,1.85,1.93,3.18,3.12,4.35,4.23,5.87,9.04,8.94,9.21,37.1,34.55,0.89,0.95,0.96,0.93,0.93,0.93,0.96,2.13,0.9,0.94,2.13,0.89,0.8,2.5,0.5,0.73,2.5,0.52,1.4,2,1.07,1.38,2,1.06,平局
1052970,法乙,巴黎FC,1.73,1.27,圣埃蒂安,1.4,1.07,2023-04-09 01:00,2.66,2.73,3.1,3.21,2.59,2.52,13.29,9.96,11.2,13.74,12.49,13.41,0.91,0.9,0.96,0.93,0.93,0.93,0.91,2.52,0.91,0.96,2.41,0.84,0.83,2.5/3,0.73,0.73,2.5,0.67,1,2.5,1,1.1,2/2.5,1.06,客胜
1052971,法乙,波城,0.6,1.07,梅斯,1.4,0.47,2023-04-09 01:00,3.79,3.53,3.2,3.13,1.97,2.11,33.89,26.77,10.22,9.25,7.95,12.7,1,0.95,0.87,0.93,0.93,0.93,1.09,2.31,0.76,1.03,2.31,0.78,0.92,2.5,0.54,0.87,2.5,0.54,1.3,2/2.5,0.86,1.3,2/2.5,0.91,平局
1039385,英超,南安普敦,0.8,1.33,曼彻斯特城,2.87,0.6,2023-04-09 00:30,10.15,11.88,5.65,6.15,1.28,1.25,64.46,77.75,22.79,32.25,4.81,3.46,0.82,0.88,0.98,0.96,0.95,0.96,0.92,2.86,0.96,0.92,2.91,0.94,0.6,3.5,0.56,0.57,3.5,0.54,1.27,2.5,1.25,1.3,2.5,1.3,客胜
1044506,意甲,都灵,1,1.27,罗马,1.33,0.87,2023-04-09 00:30,3.08,3.33,2.99,2.88,2.47,2.47,12.19,12.9,10.44,9.06,8.58,9.61,0.88,0.99,0.95,0.95,0.95,0.95,1,1.88,0.94,1.12,2.13,0.77,0.6,2.5,0.4,0.89,2.5,0.41,1.75,1.5,1.3,1.68,2,0.97,客胜
1045907,俄超,莫斯科斯巴达,1.4,1,莫斯科迪纳摩,1.8,1.2,2023-04-09 00:30,1.96,1.98,3.61,3.57,3.52,3.54,96.87,35.28,19.27,19.49,113.63,63.65,0.93,0.95,0.93,0.94,0.94,0.94,0.95,2.68,0.9,0.95,2.73,0.89,0.68,2.5/3,0.83,0.6,2.5/3,0.8,1.04,2.5,1.05,1.04,2.5,1.19,平局
1039378,英超,阿斯顿维拉,1.6,1.33,诺丁汉森林,0.87,1.87,2023-04-08 22:00,1.69,1.61,3.85,4.09,4.76,5.42,10.08,4.34,11.68,9.27,23.71,27.65,1,0.9,0.84,0.95,0.95,0.95,0.87,2.5,0.98,0.9,2.5,0.93,0.93,2.5,1.03,0.96,2.5,0.98,0.75,2.5,0.91,0.79,2.5,0.85,主胜
1039379,英超,布伦特福德,1.53,0.93,纽卡斯尔联,1.33,0.93,2023-04-08 22:00,3.14,3.73,3.4,3.5,2.22,2.02,15.64,39.32,9.82,7.37,13.86,19.64,0.8,0.93,1.05,0.95,0.95,0.95,0.95,2.34,0.91,0.99,2.45,0.85,1.16,2/2.5,1.04,1.07,2/2.5,1.06,0.85,2.5,0.67,0.84,2.5,0.7,客胜
1039380,英超,富勒姆,1.2,1.2,西汉姆联,1.4,1.2,2023-04-08 22:00,2.62,2.92,3.28,3.25,2.66,2.5,6.49,13.44,11.27,5.55,7.54,7.03,0.86,0.96,1.01,0.95,0.95,0.95,0.94,2.31,0.92,0.94,2.31,0.9,1.1,2/2.5,1.06,1.1,2/2.5,0.99,0.86,2.5,0.7,0.83,2.5,0.67,客胜
1039382,英超,莱切斯特城,1.13,1.6,伯恩茅斯,0.73,1.93,2023-04-08 22:00,1.74,2,3.77,3.54,4.5,3.76,5.37,26.06,20.2,11.63,53.74,66.76,0.83,1.02,1.14,0.96,0.95,0.95,0.94,2.5,0.91,0.91,2.52,0.92,1,2.5,0.96,1,2.5,0.99,0.81,2.5,0.8,0.85,2.5/3,0.8,客胜
1039386,英超,托特纳姆热刺,1.27,1.2,布赖顿,2.4,0.8,2023-04-08 22:00,2.38,2.67,3.44,3.49,2.87,2.57,40.65,11.59,14.8,9.03,95.13,11.44,0.85,0.94,1.06,0.95,0.95,0.95,0.86,2.55,0.99,0.92,2.5,0.91,1.06,2.5,1.09,1.01,2.5,1.01,0.71,2.5/3,0.83,0.78,2.5,0.8,主胜
1039387,英超,狼队,1.07,1.33,切尔西,0.73,1.07,2023-04-08 22:00,3.91,4.78,3.46,3.54,1.93,1.79,12.14,46.8,9.34,8.88,13.05,10.96,0.78,0.93,1.03,0.95,0.95,0.95,0.96,2.31,0.9,0.93,2.34,0.91,1.15,2/2.5,1,1.07,2/2.5,1.07,0.86,2.5,0.67,0.8,2.5,0.69,主胜
1041164,苏超,阿伯丁,1.13,1.8,基尔马诺克,0.8,1.53,2023-04-08 22:00,1.78,1.92,3.56,3.33,4.25,3.95,33.14,7.54,31.44,9.61,151.01,29.44,0.86,1,1,0.93,0.93,0.93,0.87,2.27,0.99,0.98,2.5,0.83,1.1,1.5,1.95,1.05,2.5,0.9,0.35,2.5,0.67,0.85,2.5,0.74,主胜
1042102,德甲,奥格斯堡,1.53,1.87,科隆,1.47,1.07,2023-04-08 21:30,2.67,3.19,3.46,3.34,2.51,2.27,23.47,24.27,18.77,6.47,27.4,7.77,0.79,0.98,1.05,0.95,0.95,0.95,0.93,2.33,0.93,0.95,2.69,0.87,1.1,2/2.5,1.04,1.05,2.5,1.05,0.84,2.5,0.67,0.73,2.5/3,0.77,客胜
1042103,德甲,勒沃库森,2.13,1.27,法兰克福,1.27,1.4,2023-04-08 21:30,1.97,1.9,3.67,3.83,3.49,3.79,13.86,5.02,10.28,6.98,20.17,9.23,0.99,0.91,0.88,0.95,0.95,0.95,0.85,2.69,1.01,0.86,2.69,0.97,0.99,2.5,1.19,1,2.5,1.17,0.6,2.5/3,0.92,0.61,2.5/3,0.78,主胜
1042106,德甲,多特蒙德,2.33,1.27,柏林联合,1.33,1.07,2023-04-08 21:30,1.74,1.66,3.8,3.88,4.45,5.2,21.28,5.85,8.23,8.6,80.94,32.27,1,0.93,0.81,0.95,0.95,0.95,0.88,2.67,0.98,0.94,2.55,0.88,1,2.5,1.19,1.16,2.5,1.04,0.62,2.5/3,0.8,0.69,2.5/3,0.75,主胜
1042107,德甲,弗赖堡,1.2,1.47,拜仁慕尼黑,2.33,1.2,2023-04-08 21:30,5.25,6.57,4.54,4.76,1.54,1.45,111.64,38.87,30.27,10.45,33.39,4.43,0.76,0.91,1.01,0.95,0.95,0.95,0.9,3,0.99,0.93,3.11,0.94,1.3,2.5,1.4,1.2,2.5,1.63,0.5,3.5,0.6,0.44,3.5,0.59,客胜
1045901,俄超,格罗兹尼捷列克,1.2,1.13,乌拉尔,1.27,0.93,2023-04-08 21:30,2.23,2.38,3.41,3.28,2.92,2.83,23.13,18.25,27.55,13,39.25,22.52,0.87,0.97,0.96,0.93,0.93,0.93,0.97,2.41,0.88,0.95,2.64,0.89,1.14,2/2.5,1.05,1.02,2.5,0.95,0.83,2.5,0.73,0.86,2.5/3,0.73,主胜
1039384,英超,曼彻斯特联,1.8,1.2,埃弗顿,0.87,1.8,2023-04-08 19:30,1.44,1.52,4.52,4.34,6.85,6.22,3.78,6,21.45,12.02,50.03,50.23,0.9,0.99,1.05,0.95,0.95,0.95,0.89,2.69,0.97,0.92,2.66,0.92,0.64,2.5/3,0.9,0.73,2.5/3,0.85,1.01,2.5,1.15,1.05,2.5,1.05,主胜
1059032,澳超,麦克阿瑟FC,1.2,2,西悉尼漫步者,1.73,1.07,2023-04-08 17:45,2.9,4.11,3.43,3.77,2.26,1.8,65.45,152.55,20.83,23.37,130.63,72.54,0.66,0.85,1.18,0.94,0.94,0.94,0.81,2.73,1.05,0.86,2.83,0.98,0.52,3,0.86,0.53,3.5,0.6,1.04,2.5,1.35,1.3,2.5,1.3,平局
1078421,K1联赛,首尔FC,1.2,1.33,大邱FC,1.6,1.4,2023-04-08 15:30,2.08,2.2,3.3,3.17,3.22,3.16,11.88,17.1,15.01,7.67,33.85,15.93,0.87,0.96,0.94,0.92,0.92,0.92,1.03,2.31,0.82,0.96,2.5,0.84,0.88,2.5,0.57,0.85,2.5,0.63,1.25,2/2.5,0.92,1.13,2.5,0.97,主胜
1059031,澳超,布里斯班狮吼,0.93,1.6,纽卡斯尔喷气机,1.27,1.6,2023-04-08 15:00,2.2,2.08,3.42,3.54,2.97,3.25,16.93,15.07,13.5,15.44,23.81,23.41,0.99,0.9,0.85,0.93,0.93,0.93,0.86,2.5,0.98,0.84,2.69,0.99,0.7,2.5,0.87,0.61,2.5/3,0.85,0.93,2.5,1.05,1.01,2.5,1.15,主胜
1077497,日职乙,群马温泉,1.33,1.53,长崎航海,0.93,1.4,2023-04-08 13:00,3.02,2.95,3,3,2.32,2.41,39.15,11.17,10.62,8.64,17.49,9.73,0.94,0.92,0.89,0.92,0.92,0.92,0.95,2.13,0.91,1.05,2.25,0.8,0.72,2.5,0.51,0.71,2.5,0.51,1.38,2,1.08,1.38,2,1.08,主胜
1077500,日职乙,山口,1.4,1.4,枥木SC,0.67,1.07,2023-04-08 13:00,2.25,2.37,3.01,2.91,3.15,3.1,13.79,6.76,22.09,11.81,23.66,11.31,0.87,0.95,0.93,0.92,0.92,0.92,1.04,1.95,0.87,1.08,2.22,0.78,0.55,2.5,0.39,0.78,2.5,0.39,1.75,1.5,1.3,1.75,2,1.08,平局
1077501,日职乙,清水鼓动,1.07,1.67,东京绿茵,1.6,0.4,2023-04-08 13:00,2.35,2.16,3.17,3.13,2.92,3.28,153.7,17.69,10.85,10.83,115.73,18.03,1,0.93,0.82,0.92,0.92,0.92,1,2.33,0.84,0.94,2.33,0.87,0.9,2.5,0.6,0.8,2.5,0.65,1.2,2/2.5,0.94,1.1,2/2.5,1.01,主胜
1078420,K1联赛,蔚山现代,1.6,0.87,水原三星,1.27,1.33,2023-04-08 13:00,1.64,1.51,3.63,3.93,4.78,5.76,8.66,11.07,9.35,14.98,26.06,59.72,0.99,0.85,0.76,0.92,0.92,0.92,0.92,2.5,0.9,0.94,2.48,0.86,0.79,2.5,0.8,0.81,2.5,0.74,0.97,2.5,0.96,1.06,2/2.5,1.05,主胜
1077493,日职乙,甲府风林,1.4,1.13,仙台维加泰,0.67,1.2,2023-04-08 12:00,2.35,2.25,3.06,3.09,2.91,3.12,12.18,6.31,15.79,12.69,16.48,17.51,0.96,0.91,0.86,0.92,0.92,0.92,0.88,2.31,0.95,0.93,2.31,0.88,0.8,2.5,0.67,0.78,2.5,0.61,1.1,2/2.5,1.1,1.15,2/2.5,1.05,客胜
1071879,墨西联,蒂华纳,1.13,1.6,克雷塔罗,0.93,1.73,2023-04-08 11:10,1.9,1.49,3.47,4.23,3.75,5.91,94.09,37,13.46,28.87,60.12,78.51,1.18,0.76,0.59,0.93,0.93,0.93,0.81,2.63,1.09,0.87,2.5,0.93,0.22,2.5/3,0.85,0.78,2.5,0.79,0.93,1.5,2.8,1,2.5,1.01,客胜
1044503,意甲,莱切,0.8,1.2,那不勒斯,2.27,0.6,2023-04-08 01:00,7.01,5.9,4.17,3.69,1.47,1.63,163.11,43.24,68.22,17.5,17.93,10.91,1.09,1.06,0.87,0.95,0.95,0.95,0.98,2.31,0.87,0.97,2.42,0.86,0.9,2.5,0.61,0.74,2.5,0.64,1.15,2/2.5,0.96,1.12,2/2.5,1.08,客胜
1050434,葡超,本菲卡,2.6,0.4,波尔图,1.47,0.47,2023-04-08 01:00,2.07,1.93,3.3,3.46,3.46,3.85,47.84,9.34,18.85,8.48,50.94,23.45,1,0.89,0.86,0.94,0.94,0.94,0.96,2.42,0.87,0.9,2.33,0.91,0.7,2.5,0.73,0.68,2.5,0.67,1.11,2/2.5,1.1,1.1,2/2.5,1.11,客胜
1044504,意甲,萨勒尼塔纳,0.93,2,国际米兰,1,0.6,2023-04-07 23:00,7.12,7.12,4.61,4.63,1.41,1.43,36.6,30.16,24.9,17.73,4.81,4.45,0.96,0.95,0.93,0.95,0.95,0.95,0.88,2.69,0.97,0.85,2.69,0.98,0.67,2.5/3,0.9,0.61,2.5/3,0.86,0.98,2.5,1.1,0.96,2.5,1.15,平局
1050441,葡超,圣克拉拉,0.67,2.27,维萨拉,1.33,1.33,2023-04-07 22:30,3.01,3.64,3.06,3.24,2.4,2.06,40.76,25.76,8.05,6.31,72.05,16.24,0.75,0.87,1.12,0.94,0.94,0.93,1.04,2.31,0.81,1.06,2.31,0.78,0.9,2.5,0.59,0.9,2.5,0.57,1.25,2/2.5,0.9,1.25,2/2.5,0.88,客胜
1048619,英冠,布莱克本,1.27,1,诺维奇,1.33,1,2023-04-07 22:00,2.69,2.8,3.12,3.14,2.58,2.53,18.54,9.92,13.39,8.63,22.36,10.66,0.89,0.93,0.96,0.93,0.93,0.94,0.94,2.31,0.89,0.98,2.36,0.84,0.75,2.5,0.67,0.75,2.5,0.61,1.1,2/2.5,0.99,1.2,2/2.5,1.05,客胜
1048620,英冠,布莱克浦,1.2,1.73,加的夫城,0.93,1.53,2023-04-07 22:00,2.61,2.7,3.09,3.1,2.68,2.65,19.51,10.67,11.79,8.94,25.06,12.55,0.88,0.93,0.97,0.94,0.93,0.94,1.06,2.31,0.79,1.05,2.31,0.78,0.99,2.5,0.56,0.86,2.5,0.56,1.27,2/2.5,0.91,1.27,2/2.5,0.9,客胜
1048623,英冠,女王公园巡游者,0.8,2.13,普雷斯顿,1.07,1.47,2023-04-07 22:00,2.5,2.41,3.09,3.1,2.82,3.01,47.49,12.62,13.09,7.99,49.69,18.37,0.96,0.93,0.88,0.94,0.94,0.93,1.12,2.31,0.74,1.05,2.31,0.78,0.9,2.5,0.53,0.89,2.5,0.55,1.38,2/2.5,0.83,1.29,2/2.5,0.94,客胜
1048624,英冠,雷丁,1,1.73,伯明翰,1.2,1.33,2023-04-07 22:00,2.62,2.89,3.03,2.96,2.71,2.6,12.12,14.11,14.71,9,12.46,9.81,0.85,0.96,0.98,0.94,0.94,0.94,1.01,2.06,0.88,1.06,2.23,0.79,1.63,1.5,1.4,1.55,2,1.02,0.5,2.5,0.44,0.87,2.5,0.45,平局
1048626,英冠,谢菲尔德联,1.47,1,维冈竞技,0.67,1.07,2023-04-07 22:00,1.43,1.4,4.25,4.4,7.08,7.72,13.39,7.28,31.18,15.98,95.31,62.69,0.92,0.94,0.95,0.93,0.93,0.93,0.92,2.5,0.9,0.94,2.5,0.86,0.85,2.5,0.8,0.81,2.5,0.75,0.96,2.5,0.98,1.05,2.5,0.95,主胜
1048627,英冠,斯托克城,1.8,0.87,布里斯托尔城,0.93,0.93,2023-04-07 22:00,1.89,1.74,3.4,3.6,3.95,4.67,31.99,13.1,15.1,11.93,63.52,45.2,1,0.9,0.82,0.94,0.94,0.94,0.9,2.34,0.93,0.99,2.39,0.83,0.78,2.5,0.62,0.8,2.5,0.61,1.15,2/2.5,1.07,1.15,2/2.5,1.05,客胜
1048629,英冠,斯旺西,1.33,1.67,考文垂,1.53,1.27,2023-04-07 22:00,2.5,2.27,3.16,3.31,2.77,3.05,61.04,19.7,16.03,10.21,34.21,18.8,1.02,0.89,0.85,0.94,0.93,0.93,1,2.5,0.82,1.03,2.41,0.8,0.91,2.5,0.72,0.91,2.5,0.6,1.04,2.5,0.88,1.2,2/2.5,0.9,平局
1048630,英冠,沃特福德,1,1.07,哈德斯菲尔德,0.87,1.73,2023-04-07 22:00,1.58,1.63,3.71,3.62,5.78,5.6,25.24,6.96,31.2,13.64,175.67,43.72,0.88,0.97,1.02,0.94,0.94,0.94,1.05,2.31,0.8,1,2.31,0.82,0.93,2.5,0.58,0.8,2.5,0.58,1.25,2/2.5,0.9,1.22,2/2.5,0.95,客胜
1048625,英冠,罗瑟汉姆,0.93,1.4,西布罗姆维奇,1.33,1.27,2023-04-07 20:00,4,4.71,3.35,3.42,1.89,1.77,78.82,38.36,19.97,8.39,42.6,9.2,0.79,0.92,1,0.93,0.94,0.93,1.02,2.31,0.82,0.97,2.33,0.84,0.86,2.5,0.6,0.86,2.5,0.62,1.2,2/2.5,0.93,1.2,2/2.5,1,主胜
1048622,英冠,米尔沃尔,1.07,1.07,卢顿,1.13,0.73,2023-04-07 19:30,2.41,2.58,3.07,2.92,2.94,2.95,15.68,12.26,22.34,11.6,13.65,8.57,0.88,0.97,0.93,0.94,0.93,0.93,1.13,2.06,0.77,1.06,2.22,0.79,0.5,2.5,0.43,0.86,2.5,0.43,1.63,1.5,1.4,1.6,2,0.97,平局
1059030,澳超,阿德莱德联,2.27,1.8,悉尼FC,1.2,1.6,2023-04-07 15:00,2.19,2.24,3.49,3.81,2.96,2.76,30.07,10.15,14.19,21.63,66.98,19.15,0.91,0.88,0.98,0.94,0.93,0.93,0.84,3.19,1.04,0.87,2.8,0.96,0.4,3.5,0.73,0.67,3.5,0.55,1.05,2.5,1.7,1.29,2.5,1.15,平局
1059029,澳超,西部联,1.27,1.47,中央海岸水手,1.93,1.33,2023-04-07 13:00,2.74,2.99,3.39,3.75,2.37,2.13,17.71,20.41,29.61,27.13,36.59,22.44,0.88,0.86,1.01,0.93,0.93,0.94,0.84,3.19,1.03,0.89,2.81,0.94,0.4,3.5,0.75,0.65,3.5,0.57,1,2.5,1.7,1.25,2.5,1.2,客胜
1087713,南俱杯,塔库里,0.87,1.53,巴甘蒂诺,1.27,1,2023-04-07 08:00,8.15,8.56,4.31,4.43,1.38,1.36,293.07,96.7,56.67,26.68,43.4,8.39,0.71,0.82,1,0.93,0.93,0.93,0.88,2.69,0.93,0.92,2.38,0.87,0.67,3,0.72,0.71,2.5,0.67,1.19,2.5,1.1,1.1,2/2.5,1.08,客胜
1087846,解放者杯,莫纳加斯,1.13,1,博卡青年,1.27,0.8,2023-04-07 08:00,6.56,6.08,3.79,3.68,1.49,1.57,120.87,61.11,20.99,13.89,7.06,8.58,1.15,0.99,0.84,0.93,0.93,0.93,1,2.31,0.83,1.05,2.31,0.76,0.91,2.5,0.6,0.89,2.5,0.55,1.25,2/2.5,0.96,1.29,2/2.5,0.85,平局
1087870,解放者杯,梅尔加,0.73,0.93,亚松森奥林匹亚,1.8,1.07,2023-04-07 08:00,2.32,2.59,3.17,3.05,2.97,2.76,79.82,24.23,8.46,9.33,42.34,19.98,0.91,0.93,0.93,0.93,0.93,0.93,1.09,2.3,0.76,0.95,2.31,0.85,0.84,2.5,0.55,0.77,2.5,0.61,1.3,2,1.04,1.17,2/2.5,0.98,平局
1087701,南俱杯,飓风,1.33,1.13,亚松森瓜拉尼,1.6,1.07,2023-04-07 06:00,1.56,1.55,3.73,3.74,5.56,6.02,5.12,5.3,14.75,11.95,59.63,53.37,0.92,0.93,0.91,0.93,0.93,0.93,0.98,2.31,0.85,0.96,2.31,0.83,0.85,2.5,0.61,0.83,2.5,0.61,1.2,2/2.5,0.96,1.15,2/2.5,0.93,主胜
1087858,解放者杯,米内罗竞技,1.73,0.73,亚松森自由,1.6,0.67,2023-04-07 06:00,1.37,1.44,4.33,4.22,8.16,6.79,19.39,8.13,43.02,16.1,232.17,67.6,0.86,1.01,1.14,0.93,0.93,0.93,0.93,2.5,0.88,0.87,2.31,0.92,0.81,2.5,0.8,0.75,2.5,0.7,1.03,2.5,0.93,1.05,2/2.5,1.03,客胜
1085893,法国杯,昂纳西,1.27,1.73,图卢兹,2.13,1.33,2023-04-07 02:45,3.51,5.47,3.39,4.19,2,1.58,33.66,286.67,15.17,84.2,31.34,121.16,0.78,0.86,1.05,0.95,0.95,0.95,0.89,2.88,0.94,0.95,2.47,0.85,0.57,3,0.7,0.76,2.5,0.7,1.04,2.5,1.25,1.05,2/2.5,1.13,客胜
1071525,罗杯,克卢日,1.6,1,阿吉斯,0.6,1.33,2023-04-07 02:00,1.54,1.33,3.64,4.64,6.03,8.65,42.83,25.44,32.77,116.48,45.84,281.42,1.09,0.7,0.61,0.92,0.92,0.92,0.87,2.41,0.99,0.94,2.48,0.84,0.2,2.5,0.75,0.8,2.5,0.65,1.06,1.5,2.75,1.05,2/2.5,0.93,主胜
